timestamp,temperature_c,solar_irradiance_kw_m2,humidity_percent,region
2024-01-01 00:00:00,22.284703945557677,0.0,73.25871968140284,São Paulo - Southeast
2024-01-01 01:00:00,20.049597877806498,0.0,79.75125954013087,São Paulo - Southeast
2024-01-01 02:00:00,21.133041793433755,0.0,77.97211747017475,São Paulo - Southeast
2024-01-01 03:00:00,20.556837605005203,0.0,75.07179707543632,São Paulo - Southeast
2024-01-01 04:00:00,24.035818127194325,0.0,64.03480624580308,São Paulo - Southeast
2024-01-01 05:00:00,24.539080116309925,0.0,70.92087038789808,São Paulo - Southeast
2024-01-01 06:00:00,24.668021235591926,0.0,61.22653859322327,São Paulo - Southeast
2024-01-01 07:00:00,24.617405612573513,0.0408047753872209,71.3502158967484,São Paulo - Southeast
2024-01-01 08:00:00,26.291310291822768,0.07744177903877147,62.408309846861705,São Paulo - Southeast
2024-01-01 09:00:00,27.903460176337788,0.044956110215747365,49.90667219193544,São Paulo - Southeast
2024-01-01 10:00:00,28.762516033234732,0.12684075477506646,72.7679514530534,São Paulo - Southeast
2024-01-01 11:00:00,27.7710140990435,0.07318168562207444,66.50680122604798,São Paulo - Southeast
2024-01-01 12:00:00,27.836408176822218,0.07823996672876615,71.80557449984539,São Paulo - Southeast
2024-01-01 13:00:00,27.197387337033472,0.07575055730843867,72.83115402383937,São Paulo - Southeast
2024-01-01 14:00:00,28.30331998153939,0.08553277263314012,61.32966975445494,São Paulo - Southeast
2024-01-01 15:00:00,28.097040991340165,0.020164058094290616,69.2284185771756,São Paulo - Southeast
2024-01-01 16:00:00,25.484297300518765,0.070860907768818,54.502423333080074,São Paulo - Southeast
2024-01-01 17:00:00,25.358478885275815,0.030278525826949374,59.824542619870314,São Paulo - Southeast
2024-01-01 18:00:00,24.546925496531678,0.0,65.21189190577712,São Paulo - Southeast
2024-01-01 19:00:00,22.914578166668758,0.0,69.80825197796295,São Paulo - Southeast
2024-01-01 20:00:00,22.23072483283321,0.0,73.3791734753051,São Paulo - Southeast
