timestamp,temperature_c,solar_irradiance_kw_m2,humidity_percent,region
2024-01-01 00:00:00,22.11709609717198,0.0,67.51107529500307,Mato Grosso - Central-West
2024-01-01 01:00:00,22.353619487682614,0.0,63.089503115375855,Mato Grosso - Central-West
2024-01-01 02:00:00,22.466159678015593,0.0,66.4150302687641,Mato Grosso - Central-West
2024-01-01 03:00:00,21.883415926300156,0.0,51.61243139551189,Mato Grosso - Central-West
2024-01-01 04:00:00,23.520572928513307,0.0,57.21330467143483,Mato Grosso - Central-West
2024-01-01 05:00:00,26.697203606158634,0.0,58.48016776718684,Mato Grosso - Central-West
2024-01-01 06:00:00,28.171917422406683,0.0,52.75034847494493,Mato Grosso - Central-West
2024-01-01 07:00:00,29.581308256264677,0.06191581147540435,50.096220058201816,Mato Grosso - Central-West
2024-01-01 08:00:00,31.983871601663623,0.07369631953061363,49.49473493432095,Mato Grosso - Central-West
2024-01-01 09:00:00,32.35270211922759,0.178264595585514,36.89987007143976,Mato Grosso - Central-West
2024-01-01 10:00:00,32.22432960714897,0.13691802338139294,51.09068107978065,Mato Grosso - Central-West
2024-01-01 11:00:00,32.86083631342583,0.09898523014685918,46.637174846441376,Mato Grosso - Central-West
2024-01-01 12:00:00,32.956425521913296,0.08762851941383558,44.96188871109604,Mato Grosso - Central-West
2024-01-01 13:00:00,34.595809210714044,0.03468672659418544,37.62510799777178,Mato Grosso - Central-West
2024-01-01 14:00:00,31.629766045998068,0.12679584822303475,35.88636229632951,Mato Grosso - Central-West
2024-01-01 15:00:00,32.05073240730983,0.16333826491143982,48.06189301916596,Mato Grosso - Central-West
2024-01-01 16:00:00,31.105591550132775,0.026968676051208285,57.725868310311604,Mato Grosso - Central-West
2024-01-01 17:00:00,28.575899532020433,0.05640084757772443,57.80970084900486,Mato Grosso - Central-West
2024-01-01 18:00:00,28.812514505452086,0.0,51.14348196672864,Mato Grosso - Central-West
2024-01-01 19:00:00,25.000423786433096,0.0,62.57416706179772,Mato Grosso - Central-West
2024-01-01 20:00:00,26.201572048415287,0.0,60.29636035375099,Mato Grosso - Central-West
2024-01-01 21:00:00,24.35009857986636,0.0,59.0191342412634,Mato Grosso - Central-West
2024-01-01 22:00:00,21.090000588420033,0.0,66.35116307835682,Mato Grosso - Central-West
2024-01-01 23:00:00,21.653268919691786,0.0,64.1081661180168,Mato Grosso - Central-West
2024-01-02 00:00:00,22.20196537406474,0.0,57.874790610636786,Mato Grosso - Central-West
2024-01-02 01:00:00,22.459932513973705,0.0,58.6895473131952,Mato Grosso - Central-West
2024-01-02 02:00:00,23.78671633630328,0.0,58.28622874762818,Mato Grosso - Central-West
2024-01-02 03:00:00,23.9274292115141,0.0,59.068804030308534,Mato Grosso - Central-West
2024-01-02 04:00:00,24.266257829223473,0.0,60.080880666487374,Mato Grosso - Central-West
2024-01-02 05:00:00,26.380750311200625,0.0,56.11186704920487,Mato Grosso - Central-West
2024-01-02 06:00:00,28.160142660140707,0.0,57.90128409356761,Mato Grosso - Central-West
2024-01-02 07:00:00,28.752885555517725,0.04327859825726015,49.811750224603635,Mato Grosso - Central-West
2024-01-02 08:00:00,31.49346702347248,0.022638359308760226,52.62569085746142,Mato Grosso - Central-West
2024-01-02 09:00:00,31.205438922325268,0.11995380374454562,47.70653660629614,Mato Grosso - Central-West
2024-01-02 10:00:00,32.497317385351174,0.10244416782710893,44.60348370337701,Mato Grosso - Central-West
2024-01-02 11:00:00,32.366144593492486,0.054910718960838656,35.39213056541052,Mato Grosso - Central-West
2024-01-02 12:00:00,33.21961509411954,0.09158377644471753,50.34718847065985,Mato Grosso - Central-West
2024-01-02 13:00:00,33.62276646690801,0.10000294598609821,52.776637977936964,Mato Grosso - Central-West
2024-01-02 14:00:00,33.68630871686124,0.07431573567054567,44.908965624892055,Mato Grosso - Central-West
2024-01-02 15:00:00,31.301300471318886,0.09445673249505988,50.07127574442089,Mato Grosso - Central-West
2024-01-02 16:00:00,30.46863438696629,0.027945918530966275,52.13753274586786,Mato Grosso - Central-West
2024-01-02 17:00:00,29.53411692204301,0.05845263129156969,54.78727359686245,Mato Grosso - Central-West
2024-01-02 18:00:00,27.782991341240173,0.0,48.23202456940025,Mato Grosso - Central-West
2024-01-02 19:00:00,27.806644820227753,0.0,55.89950757249085,Mato Grosso - Central-West
2024-01-02 20:00:00,27.66041553202297,0.0,56.30710139402651,Mato Grosso - Central-West
2024-01-02 21:00:00,23.914702889715063,0.0,57.27070974978474,Mato Grosso - Central-West
2024-01-02 22:00:00,23.91005796597185,0.0,54.99209333755578,Mato Grosso - Central-West
2024-01-02 23:00:00,20.285267404980896,0.0,68.75863108441762,Mato Grosso - Central-West
2024-01-03 00:00:00,20.1554031797495,0.0,61.32191762049647,Mato Grosso - Central-West
2024-01-03 01:00:00,22.24647391066347,0.0,60.3811649445469,Mato Grosso - Central-West
2024-01-03 02:00:00,21.434371741518685,0.0,65.1329153390539,Mato Grosso - Central-West
2024-01-03 03:00:00,22.792221229244927,0.0,63.76220377941919,Mato Grosso - Central-West
2024-01-03 04:00:00,24.61876215156758,0.0,52.78219586814723,Mato Grosso - Central-West
2024-01-03 05:00:00,26.929732243636366,0.0,64.42014045498128,Mato Grosso - Central-West
2024-01-03 06:00:00,26.466185035198997,0.0,52.36673141425158,Mato Grosso - Central-West
