timestamp,hour,day_of_week,industrial_consumption_kw,solar_generation_kw,wind_generation_kw,energy_balance_kw,grid_needed_kw,surplus_kw,grid_spot_price_brl_per_mwh,solar_used_kw,wind_used_kw,grid_used_kw,cost_solar,cost_wind,cost_grid_contract,cost_grid_spot
2023-01-01 00:00:00,0,6,5376.386510711806,0.0,2449.6735849355346,2347.190014170478,-0.0,2347.190014170478,273.54941678933443,0.0,2449.6735849355346,2926.7129257762717,0.0,134.7320471714544,12.5,186.47268264950972
2023-01-01 00:15:00,0,6,5209.828614154643,0.0,2568.5045334289066,2469.1958549347623,-0.0,2469.1958549347623,273.54941678933443,0.0,2568.5045334289066,2641.3240807257366,0.0,141.26774933858985,12.5,166.9556946190708
2023-01-01 00:30:00,0,6,5415.987816628381,0.0,2535.7697449018015,2432.5313022112978,-0.0,2432.5313022112978,273.54941678933443,0.0,2535.7697449018015,2880.218071726579,0.0,139.46733596959908,12.5,183.29302259726006
2023-01-01 00:45:00,0,6,5645.594046235912,0.0,2495.819782823677,2388.204633541637,-0.0,2388.204633541637,273.54941678933443,0.0,2495.819782823677,3149.774263412235,0.0,137.27008805530224,12.5,201.72725735415136
2023-01-01 01:00:00,1,6,5184.67644987495,0.0,2367.5485045241735,2268.71927139779,-0.0,2268.71927139779,273.54941678933443,0.0,2367.5485045241735,2817.1279453507764,0.0,130.21516774882954,12.5,178.9784557784435
2023-01-01 01:15:00,1,6,5184.68075633592,0.0,2480.2889270115293,2381.459611796275,-0.0,2381.459611796275,273.54941678933443,0.0,2480.2889270115293,2704.3918293243905,0.0,136.41589098563412,12.5,171.26873108091533
2023-01-01 01:30:00,1,6,5660.331106097253,0.0,2559.2487169358224,2451.352652858285,-0.0,2451.352652858285,273.54941678933443,0.0,2559.2487169358224,3101.0823891614305,0.0,140.75867943147023,12.5,198.39734890322956
2023-01-01 01:45:00,1,6,5447.397817347334,0.0,2499.995271248371,2396.158097602606,-0.0,2396.158097602606,273.54941678933443,0.0,2499.995271248371,2947.4025460989633,0.0,137.4997399186604,12.5,187.88759104272597
2023-01-01 02:00:00,2,6,5122.950619045655,0.0,2549.161168525356,2451.508540455031,-0.0,2451.508540455031,273.54941678933443,0.0,2549.161168525356,2573.789450520299,0.0,140.2038642688946,12.5,162.3371799426256
2023-01-01 02:15:00,2,6,5388.412107879114,0.0,2595.716155521433,2493.003355303503,-0.0,2493.003355303503,273.54941678933443,0.0,2595.716155521433,2792.695952357681,0.0,142.7643885536788,12.5,177.30761641987792
2023-01-01 02:30:00,2,6,5124.539318725037,0.0,2525.631135657055,2427.948224121117,-0.0,2427.948224121117,273.54941678933443,0.0,2525.631135657055,2598.9081830679825,0.0,138.909712461138,12.5,164.0549836023521
2023-01-01 02:45:00,2,6,5123.932854089908,0.0,2539.1909432792845,2441.519592047136,-0.0,2441.519592047136,273.54941678933443,0.0,2539.1909432792845,2584.7419108106233,0.0,139.65550188036065,12.5,163.08618972383223
2023-01-01 03:00:00,3,6,5309.563869348132,0.0,2482.5262435636932,2381.316432205863,-0.0,2381.316432205863,273.54941678933443,0.0,2482.5262435636932,2827.037625784439,0.0,136.53894339600313,12.5,179.65615260424278
2023-01-01 03:15:00,3,6,4744.23341174227,0.0,2618.578930365642,2528.145331588931,-0.0,2528.145331588931,273.54941678933443,0.0,2618.578930365642,2125.6544813766277,0.0,144.02184117011032,12.5,131.6904150795862
2023-01-01 03:30:00,3,6,4793.641776625549,0.0,2595.498132134259,2504.1227212968242,-0.0,2504.1227212968242,273.54941678933443,0.0,2595.498132134259,2198.14364449129,0.0,142.75239726738423,12.5,136.6477571529769
2023-01-01 03:45:00,3,6,5098.605286034611,0.0,2598.704772260357,2501.516209906562,-0.0,2501.516209906562,273.54941678933443,0.0,2598.704772260357,2499.900513774254,0.0,142.92876247431963,12.5,157.28411105410942
2023-01-01 04:00:00,4,6,4980.42553939036,0.0,2627.2196922770004,2532.2838478786725,-0.0,2532.2838478786725,273.54941678933443,0.0,2627.2196922770004,2353.20584711336,0.0,144.49708307523503,12.5,147.2520509263111
2023-01-01 04:15:00,4,6,5328.524587839027,0.0,2476.9059373662953,2375.334700703319,-0.0,2375.334700703319,273.54941678933443,0.0,2476.9059373662953,2851.6186504727316,0.0,136.22982655514625,12.5,181.33718384613442
2023-01-01 04:30:00,4,6,5007.916930339897,0.0,2356.1583577825254,2260.6984781601313,-0.0,2260.6984781601313,273.54941678933443,0.0,2356.1583577825254,2651.7585725573713,0.0,129.5887096780389,12.5,167.66928190783
2023-01-01 04:45:00,4,6,4875.641963844581,0.0,2374.2484259341995,2281.309944440876,-0.0,2281.309944440876,273.54941678933443,0.0,2374.2484259341995,2501.393537910382,0.0,130.58366342638098,12.5,157.386215024532
2023-01-01 05:00:00,5,6,5630.542711547376,0.0,2398.1092330555557,2290.780989210948,-0.0,2290.780989210948,273.54941678933443,0.0,2398.1092330555557,3232.43347849182,0.0,131.89600781805555,12.5,207.3801023734725
2023-01-01 05:15:00,5,6,5186.873796658916,0.0,2329.292572090399,2230.4214535928318,-0.0,2230.4214535928318,273.54941678933443,0.0,2329.292572090399,2857.581224568517,0.0,128.11109146497196,12.5,181.74494851275074
2023-01-01 05:30:00,5,6,5263.808976287173,0.0,2314.802014884976,2214.4643738615364,-0.0,2214.4643738615364,273.54941678933443,0.0,2314.802014884976,2949.0069614021972,0.0,127.31411081867368,12.5,187.99731276034785
2023-01-01 05:45:00,5,6,4872.377715724992,0.0,2361.1647912482613,2268.2885321793287,-0.0,2268.2885321793287,273.54941678933443,0.0,2361.1647912482613,2511.212924476731,0.0,129.86406351865438,12.5,158.05773689164545
2023-01-01 06:00:00,6,6,5103.301802258249,0.0,2264.327817908456,2167.0497315310818,-0.0,2167.0497315310818,273.54941678933443,0.0,2264.327817908456,2838.973984349793,0.0,124.53802998496508,12.5,180.47244858527802
2023-01-01 06:15:00,6,6,5275.19153178026,1125.6108180828398,2157.3373041390264,3182.3935092733172,-0.0,3182.3935092733172,273.54941678933443,1125.6108180828398,2157.3373041390264,1992.2434095583944,50.65248681372779,118.65355172764646,12.5,122.56678485730676
2023-01-01 06:30:00,6,6,4944.184863688449,2246.401597835732,2097.5057123014853,4249.66227802433,-0.0,4249.66227802433,273.54941678933443,2246.401597835732,2097.5057123014853,600.2775535512314,101.08807190260794,115.3628141765817,12.5,27.373922831950235
2023-01-01 06:45:00,6,6,5344.643397687087,3357.572941072844,2082.534791210316,5338.229242191433,-0.0,5338.229242191433,273.54941678933443,3357.572941072844,1987.0704566142426,0.0,151.09078234827797,109.28887511378335,0.0,0.0
2023-01-01 07:00:00,7,6,5088.54559249548,4454.366641512307,2186.3778517109,6543.7476866728,-0.0,6543.7476866728,273.54941678933443,4454.366641512307,634.1789509831733,0.0,200.44649886805382,34.87984230407453,0.0,0.0
2023-01-01 07:15:00,7,6,5169.583333288658,5532.086060146007,2150.534940953311,7584.079469848284,-0.0,7584.079469848284,273.54941678933443,5169.583333288658,0.0,0.0,232.63124999798958,0.0,0.0,0.0
2023-01-01 07:30:00,7,6,5088.265471347168,6586.116236968858,2018.8614433261653,8507.986213356171,-0.0,8507.986213356171,273.54941678933443,5088.265471347168,0.0,0.0,228.97194621062258,0.0,0.0,0.0
2023-01-01 07:45:00,7,6,5731.957463155404,7611.943652946049,2087.116576798964,9589.79883882247,-0.0,9589.79883882247,273.54941678933443,5731.957463155404,0.0,0.0,257.9380858419932,0.0,0.0,0.0
2023-01-01 08:00:00,8,6,5242.555617210308,8605.175557594474,1976.5192711846819,10481.762314902844,-0.0,10481.762314902844,273.54941678933443,5242.555617210308,0.0,0.0,235.91500277446386,0.0,0.0,0.0
2023-01-01 08:15:00,8,6,4968.653350156781,9561.558779414696,1872.3052574371943,11339.15259149667,-0.0,11339.15259149667,273.54941678933443,4968.653350156781,0.0,0.0,223.58940075705513,0.0,0.0,0.0
2023-01-01 08:30:00,8,6,5461.853482875226,10476.997938624254,1930.7608354915496,12303.646049555287,-0.0,12303.646049555287,273.54941678933443,5461.853482875226,0.0,0.0,245.78340672938518,0.0,0.0,0.0
2023-01-01 08:45:00,8,6,4925.862854364432,11347.572984202638,1868.2503222238995,13121.927524676392,-0.0,13121.927524676392,273.54941678933443,4925.862854364432,0.0,0.0,221.66382844639944,0.0,0.0,0.0
2023-01-01 09:00:00,9,6,5300.88192760576,12169.555980151566,1946.5811622877798,14015.092824464322,-0.0,14015.092824464322,273.54941678933443,5300.88192760576,0.0,0.0,238.5396867422592,0.0,0.0,0.0
2023-01-01 09:15:00,9,6,4732.065123741535,12939.427069089264,1978.542338337335,14827.767758045999,-0.0,14827.767758045999,273.54941678933443,4732.065123741535,0.0,0.0,212.94293056836906,0.0,0.0,0.0
2023-01-01 09:30:00,9,6,4897.706427860529,13653.889544820137,1977.5949118642604,15538.125386928888,-0.0,15538.125386928888,273.54941678933443,4897.706427860529,0.0,0.0,220.39678925372382,0.0,0.0,0.0
2023-01-01 09:45:00,9,6,5297.7336511907315,14309.883969336832,1958.637684872275,16167.537348029762,-0.0,16167.537348029762,273.54941678933443,5297.7336511907315,0.0,0.0,238.3980143035829,0.0,0.0,0.0
2023-01-01 10:00:00,10,6,5439.799332770342,14904.601273803473,2073.7136035829512,16874.622544486447,-0.0,16874.622544486447,273.54941678933443,5439.799332770342,0.0,0.0,244.79096997466536,0.0,0.0,0.0
2023-01-01 10:15:00,10,6,5291.046726807047,15435.494787419675,2100.753431871843,17435.39137788557,-0.0,17435.39137788557,273.54941678933443,5291.046726807047,0.0,0.0,238.09710270631712,0.0,0.0,0.0
2023-01-01 10:30:00,10,6,5215.760904442878,15900.29114265587,2147.599013795165,17948.468397862976,-0.0,17948.468397862976,273.54941678933443,5215.760904442878,0.0,0.0,234.70924069992952,0.0,0.0,0.0
2023-01-01 10:45:00,10,6,5167.115059336719,16297.000010162108,2045.2399285958747,18243.745457235927,-0.0,18243.745457235927,273.54941678933443,5167.115059336719,0.0,0.0,232.52017767015235,0.0,0.0,0.0
2023-01-01 11:00:00,11,6,4858.272588770261,16623.922621663874,2122.7147186624525,18654.029950278164,-0.0,18654.029950278164,273.54941678933443,4858.272588770261,0.0,0.0,218.62226649466174,0.0,0.0,0.0
2023-01-01 11:15:00,11,6,5057.277412788632,16879.659044348646,2130.056680660425,18913.314946051043,-0.0,18913.314946051043,273.54941678933443,5057.277412788632,0.0,0.0,227.57748357548846,0.0,0.0,0.0
2023-01-01 11:30:00,11,6,5125.268243266381,17063.114175593113,2178.0994576120665,19143.51682705998,-0.0,19143.51682705998,273.54941678933443,5125.268243266381,0.0,0.0,230.63707094698717,0.0,0.0,0.0
2023-01-01 11:45:00,11,6,5523.384238386373,17173.502432360743,2149.086844839761,19217.30366606941,-0.0,19217.30366606941,273.54941678933443,5523.384238386373,0.0,0.0,248.55229072738678,0.0,0.0,0.0
2023-01-01 12:00:00,12,6,5336.228730839633,17210.35111518895,2197.891048508471,19306.52407224958,-0.0,19306.52407224958,273.54941678933443,5336.228730839633,0.0,0.0,240.13029288778347,0.0,0.0,0.0
2023-01-01 12:15:00,12,6,4783.642108347206,17173.502432360743,2145.3573367667987,19227.674969904358,-0.0,19227.674969904358,273.54941678933443,4783.642108347206,0.0,0.0,215.26389487562426,0.0,0.0,0.0
2023-01-01 12:30:00,12,6,5331.1047848893895,17063.114175593113,2301.741779249988,19263.235534996125,-0.0,19263.235534996125,273.54941678933443,5331.1047848893895,0.0,0.0,239.89971532002252,0.0,0.0,0.0
2023-01-01 12:45:00,12,6,5145.087073422384,16879.659044348646,2278.814344366852,19060.39880011758,-0.0,19060.39880011758,273.54941678933443,5145.087073422384,0.0,0.0,231.52891830400725,0.0,0.0,0.0
2023-01-01 13:00:00,13,6,5068.536114005599,16623.922621663874,2179.9136191048815,18707.220850770285,-0.0,18707.220850770285,273.54941678933443,5068.536114005599,0.0,0.0,228.08412513025195,0.0,0.0,0.0
2023-01-01 13:15:00,13,6,5406.541630781443,16297.000010162108,2218.5741084037354,18412.51573712164,-0.0,18412.51573712164,273.54941678933443,5406.541630781443,0.0,0.0,243.29437338516493,0.0,0.0,0.0
2023-01-01 13:30:00,13,6,5516.532127805574,15900.291142655873,2347.677864023649,18142.814009067042,-0.0,18142.814009067042,273.54941678933443,5516.532127805574,0.0,0.0,248.24394575125083,0.0,0.0,0.0
